Age,Annual_Income,Spending_Score,Years_as_Customer,Total_Transactions,Returned_Items,Online_Orders,In_Store_Purchases,Product_Ratings,Complaints_Received
36,53401,12,19,29,6,84,49,2.565264729478373,2
43,37771,66,2,38,4,97,16,2.1879996052872945,2
65,71335,62,16,5,9,84,33,2.9625511979220143,4
61,97449,19,9,1,3,87,18,1.4049586591534546,2
61,31942,30,4,28,2,48,28,3.5757048799623474,0
69,50388,16,13,19,0,58,21,3.9331885951398458,4
49,87042,88,15,36,8,12,13,3.818522708690157,2
23,83740,13,2,1,7,44,35,2.3146677608252504,2
53,95873,69,18,29,0,45,1,4.370842657781374,3
55,77024,23,9,36,1,22,44,4.7873950822946565,3
28,53450,62,1,32,0,31,6,2.1882968919753276,1
50,86965,31,3,14,0,71,27,2.050876749151408,1
41,40057,53,17,32,8,74,7,3.8164230389156817,2
40,38983,17,11,46,4,12,28,3.8331278354602367,3
32,49995,49,8,9,2,52,9,3.0416696885556402,1
44,68886,49,12,19,1,19,20,4.693280014391366,4
28,32673,67,11,11,7,0,34,1.5852600981426894,3
68,64890,26,13,48,7,56,3,2.9094683650820183,0
67,53466,13,15,4,5,65,20,1.1408274860002967,0
34,80406,38,17,41,1,10,37,1.2106237680724594,0
68,33688,22,12,25,0,45,24,1.214738136543136,0
31,99284,85,19,17,5,29,19,2.967152692343089,3
44,43665,29,11,47,0,68,6,3.3558582120563036,4
35,50641,45,10,8,5,6,6,1.0139499860510282,0
45,62500,46,17,45,9,23,31,3.5301856160777496,4
68,65797,39,13,1,1,94,31,2.9588030085586943,1
64,75950,69,16,2,6,47,21,1.8952075442466536,1
64,55046,78,17,10,9,93,48,1.06040048830604,2
21,39638,82,5,27,1,42,24,1.6244127993777133,3
24,51173,68,9,27,1,78,5,3.4013289423659634,0
62,43222,97,4,13,5,35,26,3.6353608149599324,4
52,80064,39,9,11,3,73,17,3.5882448074756432,4
65,67010,20,16,14,5,0,11,1.6126492804309822,3
26,48095,77,7,32,7,6,27,4.6448572560089065,1
25,31439,68,14,16,9,43,18,2.6438082942146197,3
69,35375,35,14,29,2,60,42,4.072029687554829,4
62,50600,8,7,38,4,25,16,1.6659237588196025,3
34,32466,52,16,34,4,29,34,2.8822748497013673,1
34,75097,40,18,26,9,0,14,3.08608470954321,1
66,83276,36,6,5,8,62,4,4.081421003313329,0
50,80117,6,7,19,6,14,35,3.4860757399813043,0
49,76971,86,19,39,8,62,32,2.5972099564023776,0
25,36928,70,8,28,7,54,20,2.1300585964355228,1
36,85309,73,1,28,2,56,34,4.891827003060351,4
55,70888,16,17,17,1,19,41,2.138119973566029,0
20,73832,46,19,37,2,21,26,1.51789568170314,3
22,39404,59,7,44,5,88,44,2.20166676287028,4
30,63639,38,18,19,9,49,29,2.307745598490718,2
64,90598,97,6,27,3,35,38,1.5114380361504023,0
63,96399,18,6,12,0,36,45,3.832580409551399,2
48,57684,12,1,3,9,45,29,3.476660056911568,0
33,98591,54,10,4,9,26,44,2.266461909933936,4
67,32682,91,8,47,8,18,20,4.972000376119973,2
49,68046,47,7,47,5,82,25,3.6200442926630574,1
39,51832,1,9,11,0,15,23,3.81274154682308,0
46,46997,15,1,34,2,53,21,3.2287306004153633,3
39,64640,91,11,18,0,84,36,3.2062989623448646,2
60,70491,80,3,35,8,96,42,1.0800890663131169,3
20,93043,21,18,18,3,94,25,4.0836251078761485,2
27,75520,1,6,46,1,33,21,4.642963036662394,4
59,92919,93,11,6,3,78,45,1.4890559106555568,3
38,94442,67,5,34,1,50,32,4.182521915228625,0
33,51770,12,4,33,5,35,23,3.1372280314544065,1
29,77498,28,8,8,5,52,4,2.141236646065093,4
19,91477,39,10,42,6,89,23,4.683536270777285,2
58,30244,37,3,20,8,93,34,1.0694836082948025,0
41,62788,95,13,20,8,61,21,2.0962342332719865,2
52,87737,60,17,43,3,30,32,4.544999322104845,3
47,76489,31,5,18,8,88,16,2.9240579748314754,3
47,58390,58,8,27,7,3,11,3.395687217977357,1
64,40247,97,19,48,0,11,29,3.9990719781377453,3
52,99051,97,18,5,6,52,25,1.5918944648933544,4
36,89719,11,1,7,6,60,12,1.8607004154023787,2
67,64678,29,4,22,9,18,5,4.994515411417035,2
25,59583,89,18,34,3,55,2,1.9498108250249122,4
43,38076,13,14,43,6,8,10,3.1568100254093845,3
66,48006,51,11,13,9,24,42,2.194829079667313,3
57,45051,54,9,32,9,53,9,4.405678652877457,4
24,34314,19,13,24,4,46,10,4.847023314926205,1
47,58670,58,17,16,4,40,15,1.5651696560163817,0
24,97551,36,15,14,4,50,19,3.4022938495305692,0
20,40236,28,2,39,5,49,41,4.246306132017377,3
18,65568,68,6,7,6,6,43,4.292111451991616,0
53,90314,3,7,44,4,26,18,2.761790743206994,0
42,46352,89,2,12,8,47,8,1.9015053673120814,0
54,75650,41,13,20,8,54,35,2.548559704449771,3
18,40346,35,10,33,6,62,14,4.00461083609702,2
32,55156,93,16,6,9,5,22,4.975111569122687,3
54,85904,93,9,40,2,34,20,3.2171568315200725,3
30,44035,76,8,27,3,31,38,1.7804976345964896,1
57,46108,99,15,13,3,77,4,1.1677390670832573,1
25,32853,84,7,5,6,5,21,4.774759359590641,3
22,34176,81,19,24,1,62,30,2.9321328090891168,4
26,55920,76,4,10,4,17,14,3.8663706740708563,4
18,84850,50,9,46,3,30,27,3.6407241405845707,1
53,36829,74,19,32,9,51,37,4.563485136602168,1
52,70667,82,2,9,8,15,14,2.0643622901919323,2
19,95842,30,7,49,0,55,48,2.7668803731314493,1
57,65843,72,19,35,9,66,18,4.654483327937859,0
40,80808,77,6,44,2,94,34,3.3423047671517394,3
26,60543,95,15,12,5,61,17,1.2854465456039281,3
51,36611,70,7,11,3,80,9,1.777936706172056,3
63,76902,54,6,36,2,51,14,1.9488600681153732,2
31,63043,71,1,8,5,4,49,4.975141973114731,2
21,35271,85,14,10,2,52,23,1.8965559602273547,0
47,88745,51,1,14,6,79,46,4.478736286461558,3
48,92077,28,6,30,0,16,19,1.3123825997974459,0
55,89119,64,18,1,8,30,36,1.7268827737620902,1
28,41573,85,17,12,9,15,10,4.488220846679994,3
52,51409,21,2,5,1,56,8,4.595745906930384,0
25,54464,88,8,14,3,20,4,1.7047850078112048,2
20,72840,27,2,36,5,40,10,1.9194087367935437,2
31,78785,27,16,17,5,38,38,3.1222693253286407,2
30,50662,77,4,22,7,36,26,1.21073180841903,0
62,48228,50,2,31,7,40,1,4.781136669821443,0
49,90721,29,5,26,3,52,19,2.4483069003667306,0
51,79223,39,17,13,5,73,20,2.957151863136607,4
62,37386,57,2,3,8,31,49,1.4201934205101927,3
36,36862,92,14,43,6,24,29,1.130178538176204,4
55,70108,37,7,11,7,52,47,2.8712676258795766,4
33,57201,93,15,5,7,63,0,1.4866694803430405,1
19,98578,64,18,38,1,32,34,3.5212747528945645,1
57,79966,48,13,4,6,37,25,4.177925213344883,2
34,84774,22,12,32,2,91,31,1.1266845268915606,4
51,40386,30,2,10,6,78,8,3.448890009764277,1
59,45225,28,12,10,1,7,48,4.2625070028862595,4
33,46693,23,6,44,0,0,39,2.757711918127895,3
55,73021,97,1,18,8,73,20,4.838818655371973,4
19,48261,4,1,47,9,58,15,1.4447796267691135,2
19,57378,3,15,23,9,34,11,2.291937853806987,0
43,41937,61,16,18,0,96,35,1.9203001357422824,2
30,96330,96,7,35,0,15,36,4.984764622163899,4
64,77366,4,14,3,2,13,26,2.176705416822315,4
48,70160,65,19,1,0,4,6,2.5517069935760563,0
51,75313,12,19,17,6,79,29,4.39046595883593,2
56,57032,13,13,42,6,20,23,4.719854031945653,2
20,47358,34,12,6,7,57,49,4.750988917300181,4
25,91710,59,1,11,1,56,29,3.2326721545963344,3
40,78821,93,12,14,6,10,19,3.6532089041918696,1
31,58365,73,4,49,8,70,45,2.396686907053667,4
44,43189,31,15,28,9,7,39,3.428634917401124,4
46,37248,71,16,39,4,80,44,2.2109922738042838,1
56,34369,13,15,36,9,93,27,3.9841134254372896,0
56,93763,54,8,11,2,13,3,2.228840466207612,4
18,38050,2,19,41,8,48,11,4.517642832968257,3
34,58605,33,15,40,0,32,2,1.5739355570886513,0
58,79616,50,18,4,2,23,36,3.2872205165938153,0
47,84479,7,11,48,1,70,3,3.0827019850997908,0
30,70883,18,9,6,1,37,14,2.054869897577106,4
38,63055,51,1,38,2,78,27,1.1120084367075052,0
36,98731,8,9,19,9,49,36,1.594134745587748,2
36,37450,55,12,31,6,88,8,4.871804666191457,4
42,32925,76,2,2,5,63,13,4.765218110557482,4
39,80272,43,11,43,8,80,31,1.477202893011806,1
48,35310,59,14,25,9,96,47,2.4994407954773483,0
34,61817,30,2,41,9,1,2,2.8605064765223522,4
40,74528,59,15,48,2,38,46,2.912287723157685,3
49,85779,9,18,11,4,73,17,2.1952792818621685,3
27,45457,92,14,46,8,13,49,4.651811330680275,4
27,72311,68,12,40,2,11,13,4.633962401933508,4
53,33980,39,10,45,7,80,24,1.0757136821429172,3
25,50886,81,14,42,8,77,38,3.6000055020697026,3
69,80877,11,15,44,6,50,25,1.2974496338672297,2
37,66181,2,5,21,5,9,5,3.3899906485251012,3
49,63262,23,2,3,5,43,25,4.467571585607196,2
67,30947,63,6,2,5,39,47,3.59812379849411,4
31,30022,22,12,11,4,92,40,2.8757104597750476,0
67,31128,61,2,24,6,59,0,4.831582916686376,0
45,62322,26,4,24,6,69,49,3.986394332070159,1
63,78929,12,7,21,6,30,20,1.9972374910112145,2
69,39808,32,16,25,2,36,13,2.54774760420807,3
41,82882,9,1,4,5,72,45,4.039501336159855,2
32,51725,69,1,40,8,57,7,1.0772569924642221,1
39,69950,90,14,43,8,42,24,1.2558532101930884,1
47,50557,71,11,47,3,96,48,4.437692713839066,2
21,51825,93,12,23,8,70,17,1.1717839585354741,3
30,38998,33,11,24,1,37,14,3.714055364796613,4
40,66080,24,6,21,7,7,41,2.275623828223339,4
25,87797,89,12,2,1,33,19,4.3035668709788375,4
35,45802,95,12,23,4,16,15,4.389384262122508,1
29,41167,93,10,15,5,16,6,4.8133564323269145,2
48,72407,69,8,26,1,93,28,1.3821982121499308,1
31,43338,38,19,26,8,81,30,2.6913880369173984,3
51,48895,11,7,28,5,52,28,3.2958343598213795,0
35,77910,32,14,26,7,14,16,4.664227518359242,1
51,95898,64,4,45,3,63,4,2.066056581732425,3
28,33454,72,1,2,2,56,17,1.2865099629084842,3
58,90797,20,8,35,3,19,13,1.8070584823764042,3
29,80637,34,5,32,0,60,30,2.982313295020759,0
66,35349,42,8,30,0,24,49,3.724204009115162,4
32,69963,8,8,46,7,77,17,3.76269608524917,2
48,37750,66,7,20,0,26,46,1.2986532283772538,1
66,52463,21,19,13,4,46,24,4.045641058249681,0
46,88792,79,4,27,9,98,10,3.6409576128777332,3
43,43686,70,6,23,8,27,25,2.630172748853409,0
35,93528,5,12,16,2,5,4,3.2843450736918784,1
49,52787,67,18,31,9,40,15,4.070961785165972,2
39,44776,43,12,12,1,58,7,2.0483709920025026,1
55,87427,16,18,33,4,94,12,4.760134013616463,0
34,91086,99,3,38,1,77,31,1.5510704197881071,3
40,93308,73,10,45,9,60,26,4.608891246814242,3
41,45797,35,7,32,0,79,48,3.9634318244844065,4
67,35302,83,3,2,8,48,25,3.6420744773167755,4
25,93172,43,19,49,9,99,8,1.3316319890347121,2
58,68059,98,13,23,8,4,46,4.676018430222754,2
23,30908,39,4,32,0,95,6,2.1813214021615783,4
22,90252,10,10,15,3,10,49,3.982448825248684,4
61,42877,74,6,40,4,85,45,4.539205650759854,1
46,44239,20,1,41,1,39,7,1.9771339736081184,1
45,57313,1,6,40,8,91,1,4.658403083530597,3
28,72103,6,8,8,8,69,17,3.447766594376111,3
18,78408,53,15,43,8,38,35,3.6361271291900046,4
60,40534,46,8,49,7,69,23,4.6580515457771625,1
36,73060,66,6,22,5,19,33,3.1069396878116287,4
26,47189,38,19,38,0,3,41,2.76259023046231,4
44,40967,33,14,34,9,88,37,3.532927070301953,2
51,95563,67,2,1,4,12,10,3.21609406823402,4
61,38660,77,7,10,7,48,9,1.2459028497893132,3
21,69823,35,8,40,3,75,28,1.7219681877260635,2
53,85842,79,10,16,7,8,48,1.054265915692055,1
35,39616,45,13,24,5,58,39,1.4326513579923388,3
32,78738,22,1,46,0,2,5,3.919398639110337,0
68,43107,68,9,24,0,95,47,1.0188446472213974,1
30,91404,17,10,48,2,10,9,2.2176220584310675,0
36,45954,5,2,14,0,4,29,2.79728561751442,3
66,46943,85,11,26,3,34,27,4.751248996395166,1
23,70725,57,5,39,2,23,28,2.3080280711596646,0
65,75434,88,18,18,6,69,24,4.132523052433228,0
29,40110,95,7,20,8,81,35,2.6350623182103803,1
68,46462,40,3,41,6,5,26,1.3939655203256538,4
54,84081,30,16,36,4,85,33,1.3953749919877168,3
34,82799,42,15,24,0,41,33,2.7297352799300714,3
40,96567,7,8,26,4,42,31,1.231532526064723,2
43,81224,71,5,29,0,13,43,3.2864769650451784,1
46,86063,91,3,48,5,75,3,2.974598941467513,3
50,85240,88,5,22,7,24,47,3.810140742784714,0
44,47868,19,9,11,6,83,33,1.7424861176393156,1
42,52222,41,16,41,0,17,15,3.371717014907342,0
27,93924,34,14,49,7,23,46,1.6980899053818161,1
64,84649,22,18,11,8,62,45,3.888934853890597,0
40,40223,52,7,3,9,78,10,2.228634632998826,0
38,78166,91,15,21,1,94,14,3.457664810796192,1
38,69369,6,8,11,0,0,37,4.530709040277827,2
60,99392,74,3,8,5,14,29,2.9529365047264955,0
30,89526,95,11,31,3,53,26,1.7691684397170393,1
54,42661,25,18,10,6,33,15,4.544491603679707,4
50,45591,66,15,6,2,51,0,2.434318200926614,4
41,85235,10,10,17,2,1,24,3.9210115013884006,2
61,37970,74,3,38,7,35,27,2.280382714116814,1
28,77922,26,15,7,6,22,42,2.1928617706035065,2
34,60755,5,6,32,4,23,13,3.568113037255024,0
21,49416,86,11,13,2,31,33,1.6252457408238712,4
64,43672,68,11,6,0,50,47,4.467895483391666,2
42,76996,98,19,3,2,45,3,2.5504959465034105,0
47,30064,71,3,27,8,12,13,1.0771097438740016,4
26,98835,50,13,45,0,96,15,2.2217458944422694,2
38,35639,17,8,42,4,13,14,4.139865298398008,0
37,41055,11,11,26,3,16,33,4.437435421339144,3
36,89220,53,11,4,5,15,12,3.271521107793511,4
36,59427,50,13,37,1,31,16,2.1764372721701783,0
29,94666,8,3,21,3,78,27,3.111416414766459,3
54,94274,92,6,28,8,94,9,4.3455011945267605,2
59,40866,97,10,18,4,11,46,2.264151318913011,3
34,33889,62,19,32,7,96,16,2.5417478943839593,4
54,78226,89,12,39,1,2,7,3.1587765319601773,1
65,61335,85,14,33,8,74,1,4.548552782682646,2
56,80547,76,11,26,6,52,0,3.32859573532586,3
45,56162,90,10,17,6,42,4,1.8304606215466128,0
58,54687,29,3,29,1,4,34,1.35641615192564,1
52,40995,99,13,20,7,46,21,1.3800558277114634,1
64,86488,44,18,30,8,26,42,4.800998295146589,2
65,32631,45,13,5,9,51,15,4.289649901246217,3
35,64954,29,14,6,4,55,8,4.06341876050236,4
31,35967,88,14,42,2,79,35,2.9854583166801865,3
52,94471,59,7,10,2,98,8,3.6901584691103495,3
61,67116,15,12,6,5,79,13,1.5093212181698958,2
58,64227,70,4,10,0,79,9,3.483582862719786,2
24,31942,96,16,42,9,85,21,4.243122930315119,0
58,77664,44,19,21,8,67,15,1.248554960945007,4
30,58069,98,10,44,5,95,40,2.184601689237109,2
35,44407,36,16,4,8,90,2,1.4411146934517132,0
54,89201,84,5,13,2,14,27,2.040908144272229,1
30,84348,57,16,10,9,18,29,4.0900954876024205,0
53,47878,64,1,16,2,25,28,2.328196665151893,4
48,85420,76,5,19,9,78,0,3.758735391551807,0
19,73168,99,13,6,6,44,27,4.09321008377966,0
33,84862,38,13,26,6,9,21,4.266554762689467,2
26,58004,17,3,9,3,97,31,4.49350177363341,4
26,50471,27,17,46,7,25,10,3.390543248077213,0
55,90167,17,19,10,1,7,25,2.122559327998498,3
28,95308,63,5,40,0,79,30,1.6022341278223333,0
39,44568,11,5,3,0,92,19,3.0148346168530877,1
50,39466,64,15,49,1,31,19,1.4142289259529748,1
53,87324,39,10,19,5,20,32,4.642895915926806,0
62,45467,2,12,35,7,95,4,2.7699209517718955,0
40,82948,66,11,46,2,44,40,4.491936582842356,3
62,46676,54,1,6,5,54,2,3.837081534555854,0
62,61514,29,3,29,7,11,43,4.428870251327418,2
51,52650,45,4,19,8,47,49,4.535832357018261,4
26,40683,88,19,44,7,58,33,1.213173993649538,3
41,89819,88,3,15,6,73,30,3.9010313913366548,0
25,34860,80,18,38,3,69,41,1.9061907856690903,2
24,33729,31,3,21,2,36,6,4.9571876224475595,0
53,61351,49,7,44,6,81,29,4.113611896503864,3
35,92744,9,1,39,0,30,17,1.0150600112128956,3
20,54346,27,19,23,6,98,15,4.709665287208813,1
45,36955,56,18,20,5,2,12,2.1692236088047085,1
23,95642,78,2,42,2,68,32,2.6666143985457986,0
61,74293,45,12,2,2,97,6,3.449142315711469,4
61,91336,89,17,45,1,58,29,4.665239176176874,2
38,51662,43,3,32,0,32,10,4.709306493016243,1
45,36408,22,12,47,4,35,5,3.2538870509229567,1
57,70403,99,12,28,6,73,20,2.266897983245794,4
18,31225,33,6,4,6,2,31,2.116759766822429,3
53,42196,27,10,7,5,74,4,2.4575883951139157,0
38,99786,40,6,3,9,2,41,1.7220547341560435,0
60,45372,26,14,25,5,91,28,3.6793320732803836,2
52,47279,83,2,48,6,58,34,3.1112082048251493,4
30,84240,45,11,9,7,53,46,4.0938588010792,4
66,68187,45,15,23,4,27,11,1.3764452675577306,4
27,78481,26,8,23,0,8,36,2.5996232973606714,3
61,58475,70,13,49,6,25,45,1.9594514728035652,4
64,74552,67,19,26,1,28,43,3.14074482503762,3
27,97969,6,10,40,4,9,21,2.8729759347144523,0
63,36858,28,9,18,6,26,10,2.798261804756116,3
30,55168,67,18,24,6,62,22,2.26261452777577,0
54,62099,13,7,27,8,61,44,3.9073822978965076,2
55,91455,63,3,45,4,95,9,2.9262708170470275,4
41,84240,13,12,2,5,17,41,1.8089751192527714,2
19,84592,77,15,1,9,52,23,3.1897898915991734,4
39,77458,1,13,48,5,81,45,3.3866886241575758,2
34,88046,40,6,16,0,85,15,1.0855187090613296,1
53,46488,37,8,43,9,16,11,1.815114643394054,1
31,88841,31,14,24,6,48,49,1.9696156405091294,3
27,30395,17,3,36,9,88,31,1.9923006486525257,2
52,82669,9,16,11,6,25,23,1.9553834814401232,4
42,40845,64,18,26,3,4,3,2.0865646862676632,0
20,66059,57,17,6,3,72,41,2.050908905019311,3
64,48394,13,18,26,5,43,32,4.5362753492944226,3
55,75906,37,10,29,2,23,17,2.2785914889798207,1
34,89332,14,17,43,9,56,46,2.39905085746498,2
29,67305,75,16,1,5,6,16,2.0647090503326173,2
69,72628,25,2,9,3,19,20,4.8702974381702315,3
41,51352,95,4,27,9,55,0,3.1419632009401677,1
46,81993,78,11,7,7,71,45,3.442184456830065,0
60,69386,57,7,3,4,18,43,3.9419490482524107,1
42,86624,71,17,9,7,98,24,2.3348562751574926,2
53,87065,88,19,2,8,63,30,4.875121719059275,0
43,38539,42,6,10,3,42,42,1.6093046902973502,3
55,31263,42,10,17,0,43,19,2.831258401977377,0
18,43305,47,4,31,9,24,25,1.5817570494097342,3
37,83817,44,1,1,6,16,18,4.161502985041533,1
45,54398,41,7,18,6,38,29,1.4292707680877315,0
33,79107,3,16,6,4,24,24,3.215598413654332,4
64,62152,90,17,38,4,98,35,1.4192251000026626,2
34,60624,90,5,41,0,38,48,2.8106475527388395,3
57,86132,1,10,42,2,38,17,2.121231963490504,0
45,82979,79,7,47,0,58,3,4.613187031837305,0
29,88013,11,13,4,6,65,26,1.2123831802838354,4
44,93797,7,7,40,4,15,32,3.5997505192009798,1
59,81798,12,15,4,3,52,5,3.7810049318311587,4
64,46650,38,17,35,6,77,6,4.555928409524834,0
47,56014,54,3,4,8,28,0,4.510917825244642,2
58,37434,67,5,1,5,65,37,4.908225146430394,0
51,60028,53,10,41,8,9,34,2.0156374173884215,0
54,96558,90,5,43,5,1,22,2.0993015045910974,0
23,54331,94,7,31,9,90,15,2.5891709123104603,4
24,97573,32,7,19,8,12,33,3.150307922545895,4
49,76326,45,14,21,5,53,33,2.468567674405114,3
49,34123,51,15,30,8,1,30,3.961185642179475,3
42,46603,37,5,7,2,41,42,1.034180207638613,3
50,95941,59,5,5,4,13,30,1.0706172623127443,0
24,72597,54,4,2,4,80,10,3.8642270393236653,3
69,93238,18,9,3,9,50,7,4.532484890202968,3
29,72719,1,12,15,7,48,23,4.106189814928733,1
33,71751,21,16,39,6,37,22,1.4683664537113645,4
33,47693,28,8,37,1,99,31,4.7398961077273665,3
60,67697,16,9,10,1,33,14,3.0876504740276056,4
53,59992,48,12,9,6,28,27,3.969180608341879,2
30,93825,28,7,23,9,63,19,1.804184790652715,1
24,39522,22,4,14,9,22,13,3.1951825237366154,2
53,75406,83,3,45,3,22,25,2.3202432153744645,4
64,42121,1,1,33,5,15,49,4.899043094114916,4
68,44219,95,7,16,8,43,36,2.896784559250823,2
26,31617,42,9,20,9,59,1,4.022307942418765,3
49,73016,98,2,8,3,70,33,3.4129277454386333,1
28,80672,70,7,49,6,64,33,1.377194994891791,4
25,54276,92,10,38,8,18,33,3.1717110216305153,0
50,85735,3,2,34,0,44,8,3.160863469872037,1
40,47959,95,13,31,9,96,43,3.862837396706298,2
42,58522,80,3,45,1,97,49,2.28763206643023,4
25,86087,81,13,8,8,0,2,4.442608457065059,4
62,39953,44,10,25,4,11,29,3.490414002784488,2
39,56567,27,12,41,3,24,18,1.157365256215194,0
21,90523,51,3,13,6,86,30,3.8273431538581844,0
57,92708,24,6,18,4,88,15,4.627867640167337,4
20,52560,20,3,41,0,94,42,3.732588381221862,3
46,88390,32,2,34,8,87,23,2.51998921757849,0
58,98149,99,14,36,7,9,14,3.362595322424746,0
46,66660,13,15,17,2,65,21,1.6855930840778877,3
51,75104,43,18,12,9,32,31,3.40502189423632,0
51,87805,20,19,16,2,86,10,3.003970978139702,3
45,54496,2,10,13,2,1,28,1.104630753830861,2
30,33515,68,17,11,6,3,41,2.287559544862175,1
32,34454,91,17,14,1,22,23,1.7649889964065109,1
40,52873,60,19,42,8,40,18,2.562607707049132,2
61,43727,89,4,28,3,37,4,1.9673297173397946,0
43,99070,4,11,24,6,86,45,4.3369947914820965,1
21,79979,96,17,17,7,55,40,3.7907339560055315,2
43,55465,17,10,9,4,75,37,3.9604589665515086,1
57,83900,1,17,46,7,43,0,2.4434692406534406,0
26,89799,33,12,30,3,63,29,1.0137854606456354,3
22,51330,30,10,37,9,23,11,1.8766147688015926,2
49,38302,5,10,3,1,92,45,4.02119281772794,1
37,42875,12,6,8,2,40,3,3.411347229203187,0
67,57219,32,17,18,5,27,14,3.154312662652121,1
28,66182,38,19,30,9,61,16,2.122079741899019,0
32,72269,17,2,3,5,14,11,1.302969307681554,0
49,36457,58,4,34,6,61,0,4.139465880933367,0
45,36749,40,18,43,3,9,12,1.1546222719787234,0
39,63064,96,4,28,7,97,29,1.2365458754503713,2
58,39821,24,6,37,7,28,9,2.1797409425241674,3
34,37664,12,14,25,6,30,35,3.2917347095904548,2
43,59281,95,7,30,2,62,5,4.968906066357876,1
61,61821,19,12,7,2,86,8,1.3625663015686427,2
24,54647,29,2,46,1,17,49,2.892683197081168,2
59,99918,85,18,29,6,6,1,3.4070132122407584,1
43,57603,90,13,2,5,26,5,4.292420961798613,3
42,76458,52,13,26,6,8,10,3.7584556604602306,2
27,49623,92,5,41,1,19,25,4.230966318447065,0
62,74440,17,7,42,3,84,27,3.089876028473362,2
36,37704,73,12,49,0,91,12,2.7358832140158658,1
28,57460,21,14,7,1,49,37,3.474913269101417,3
30,36565,60,1,18,6,60,11,4.603483237925316,2
25,34870,98,10,6,4,66,18,3.2033886486443564,2
57,48909,75,9,41,9,73,17,3.422372476766923,1
21,39117,20,10,40,2,16,18,2.3519046128500567,4
64,97474,53,7,27,1,98,27,3.3844857821994356,4
48,74322,80,16,41,2,20,11,3.5110564912658018,2
45,50128,63,12,24,3,72,31,4.013701944152988,0
28,99001,57,12,33,9,80,12,3.2887067800519145,2
60,30440,29,19,31,9,31,22,1.7902011786604968,4
18,90955,1,13,34,4,47,35,3.3277043370231874,2
66,79613,82,18,22,7,37,29,2.1914856363054103,0
64,41663,59,3,24,8,27,21,1.3492979801669587,3
69,49547,64,7,36,1,81,37,4.301732525839444,2
55,30005,86,1,28,2,59,44,1.2642884513004873,1
41,37038,72,3,20,3,69,41,3.5268129401045356,0
64,36414,71,14,18,6,57,2,4.953978451997908,2
48,99506,89,4,42,5,69,8,1.3504766858920392,4
58,32606,94,19,32,5,80,14,1.880527375811654,2
63,46482,98,6,33,9,52,29,4.043216850537789,4
67,63948,44,9,10,6,9,25,1.3875765267334943,1
43,50875,48,11,9,0,1,29,4.330900101962806,3
66,43057,75,15,25,7,96,4,1.0010804894269114,4
67,62400,15,9,13,8,24,30,4.5597893622075105,2
22,98607,35,11,47,1,37,21,1.2672926092709798,1
37,57503,23,10,45,0,0,40,4.687919394367814,0
69,53765,53,2,5,3,79,14,4.458204932202847,2
58,76612,45,14,31,1,89,44,3.158252475508387,0
28,39428,85,4,31,5,75,34,4.111794513590333,4
50,61419,92,2,34,2,72,18,1.2995073915394122,1
67,95195,13,5,26,8,12,33,1.5405914077706888,3
55,69142,34,14,7,7,70,17,2.4771493742106867,2
44,68289,38,15,41,6,0,13,3.1498343523397296,1
51,88951,70,19,46,6,30,21,4.472857039093528,1
32,41755,68,6,49,6,98,23,3.170721790045763,3
49,33890,5,15,20,4,87,12,3.6608207299622135,4
38,47175,40,14,43,7,66,7,3.7195376809079024,3
63,95687,70,8,22,3,55,41,4.510272510344199,3
22,54288,21,12,5,4,18,1,4.107018975494349,3
23,76629,28,4,12,2,3,41,4.908121193922428,0
55,77800,3,6,21,2,27,26,1.080050552752566,2
39,67367,23,11,9,1,43,33,1.8313147062270239,3
35,98513,72,7,29,4,29,28,4.721782941727362,2
31,59022,19,4,27,1,35,25,4.168880882811523,3
27,99329,75,15,17,9,52,22,2.0694509841397974,4
63,89414,50,1,40,3,58,35,4.89698662048187,4
30,31659,74,9,24,9,67,8,4.479524108938865,3
48,87941,58,8,27,0,86,20,1.2586289057170266,1
47,67930,92,12,8,1,74,41,4.245239379806177,2
20,73473,20,7,44,0,3,35,4.137950453402688,4
47,85598,92,18,29,1,10,2,1.8846122059088461,0
23,46040,93,1,19,3,52,6,3.6769860443524185,1
46,99806,72,9,10,0,87,22,4.880903676125307,4
25,43286,83,7,24,5,53,31,3.7034751857951473,1
61,99139,53,14,34,0,83,22,4.255060757998601,2
62,85916,85,1,40,2,44,15,1.3975460790437033,1
60,47600,82,13,31,1,16,4,3.909835157401852,0
61,32291,9,15,46,1,63,12,1.8190188548314312,1
50,43123,4,5,4,3,57,9,1.2874166898143824,4
34,33811,41,5,41,8,12,1,3.208309697836125,0
65,61276,25,14,45,2,80,15,4.002444450389522,2
28,84145,34,14,31,5,50,0,3.1869794617801483,4
30,76619,73,14,9,9,51,5,4.726387495905787,2
67,56714,9,5,26,2,14,18,3.7826653822642764,3
28,85685,82,11,13,9,3,32,1.4702992959819827,4
48,42194,75,19,48,4,81,27,4.738072776034988,1
45,94037,13,5,26,8,8,4,1.6115519298190866,2
61,49362,9,4,1,2,66,11,4.0330217743895735,1
23,84499,80,15,40,7,90,29,1.5941747172123595,0
58,76281,4,7,9,5,81,16,4.994321103197832,2
33,92813,34,5,31,7,80,18,2.328750032506319,2
21,74852,7,15,24,1,73,39,2.983717288245627,0
52,77836,15,14,45,8,56,41,2.8673500279390103,0
65,34595,38,3,49,0,28,24,1.4075888195026676,0
